Date,Open,High,Low,Close,Adj Close,Volume
2018-01-25,1587.500000,1589.900024,1540.500000,1560.530029,1518.376221,3833844
2018-01-29,1565.699951,1612.500000,1561.000000,1599.430054,1556.225464,3141060
2018-01-30,1590.000000,1601.900024,1571.849976,1576.430054,1533.846802,1574758
2018-01-31,1568.500000,1575.000000,1549.300049,1556.180054,1514.143677,3043214
2018-02-01,1562.000000,1595.000000,1544.400024,1569.300049,1526.909302,2400630
2018-02-02,1560.000000,1595.000000,1551.719971,1576.819946,1534.226074,2456490
2018-02-05,1555.000000,1594.000000,1538.430054,1551.599976,1509.687500,2757742
2018-02-06,1505.000000,1538.569946,1492.500000,1498.619995,1458.138550,2657306
2018-02-07,1513.500000,1515.500000,1473.719971,1477.530029,1437.618042,2180324
2018-02-08,1489.880005,1513.800049,1479.500000,1487.099976,1446.929565,2755004
2018-02-09,1475.000000,1497.000000,1448.319946,1485.849976,1445.713257,2102458
2018-02-12,1489.150024,1511.680054,1477.780029,1483.650024,1443.572876,1974562
2018-02-14,1485.000000,1487.219971,1446.250000,1455.900024,1416.572388,2847532
2018-02-15,1465.969971,1471.500000,1452.550049,1462.930054,1423.412598,2465236
2018-02-16,1461.500000,1499.800049,1461.500000,1466.530029,1426.915405,2515756
2018-02-19,1472.500000,1476.650024,1447.599976,1461.800049,1422.313110,1568224
2018-02-20,1464.000000,1492.530029,1463.949951,1472.380005,1432.607422,1889068
2018-02-21,1487.000000,1531.300049,1480.030029,1521.150024,1480.059814,3089228
2018-02-22,1526.000000,1539.500000,1511.250000,1525.099976,1483.903198,3463010
2018-02-23,1525.000000,1544.500000,1496.050049,1537.900024,1496.357544,3362500
2018-02-26,1537.500000,1544.969971,1510.599976,1515.849976,1474.903076,1363882
2018-02-27,1520.500000,1539.280029,1516.000000,1521.180054,1480.089233,1717800
2018-02-28,1517.500000,1531.969971,1510.719971,1517.530029,1476.537720,2706864
2018-03-01,1524.500000,1530.599976,1510.000000,1518.849976,1477.821899,1718124
2018-03-05,1524.500000,1556.819946,1516.469971,1552.930054,1510.981445,2858168
2018-03-06,1561.000000,1563.500000,1515.069946,1521.400024,1480.303223,1906764
2018-03-07,1535.000000,1544.500000,1509.250000,1513.719971,1472.830566,1917772
2018-03-08,1527.449951,1527.449951,1493.750000,1501.969971,1461.397949,1951826
2018-03-09,1502.500000,1531.599976,1488.599976,1517.050049,1476.070801,1872436
2018-03-12,1521.500000,1541.949951,1517.750000,1526.069946,1484.846924,2091340
2018-03-13,1462.449951,1469.849976,1436.000000,1443.400024,1404.410156,88067154
2018-03-14,1446.469971,1461.530029,1437.530029,1443.449951,1404.458862,3668668
2018-03-15,1447.500000,1451.280029,1427.800049,1434.849976,1396.091187,2348906
2018-03-16,1434.400024,1436.000000,1402.500000,1412.849976,1374.685181,7197482
2018-03-19,1414.500000,1424.000000,1410.000000,1415.500000,1377.263794,3489940
2018-03-20,1410.000000,1436.599976,1409.500000,1432.430054,1393.736450,4024984
2018-03-21,1436.250000,1442.150024,1425.000000,1428.380005,1389.795898,3907678
2018-03-22,1429.969971,1437.969971,1411.280029,1415.680054,1377.439087,2326094
2018-03-23,1401.000000,1417.050049,1399.030029,1409.069946,1371.007446,3654122
2018-03-26,1409.500000,1413.699951,1390.780029,1408.500000,1370.452759,2964210
2018-03-27,1412.500000,1431.500000,1411.530029,1423.849976,1385.388184,2494574
2018-03-28,1417.949951,1437.500000,1412.500000,1424.569946,1386.088623,6865654
2018-04-02,1420.000000,1457.000000,1420.000000,1454.819946,1415.521606,1662988
2018-04-03,1446.050049,1464.949951,1446.050049,1455.619995,1416.299927,1937290
2018-04-04,1464.719971,1467.000000,1446.000000,1455.449951,1416.134644,2841820
2018-04-05,1463.280029,1481.880005,1460.180054,1478.969971,1439.019287,1809424
2018-04-06,1477.000000,1480.000000,1463.280029,1475.150024,1435.302368,1129018
2018-04-09,1469.849976,1481.750000,1457.500000,1461.949951,1422.458984,1235866
2018-04-10,1462.849976,1478.619995,1462.849976,1468.800049,1429.124146,1184532
2018-04-11,1475.300049,1512.500000,1472.800049,1507.069946,1466.360229,3124416
2018-04-12,1505.000000,1575.000000,1503.969971,1569.619995,1527.220581,6114360
2018-04-13,1575.000000,1620.400024,1566.050049,1576.650024,1534.060791,8179118
